etag,id.kind,id.videoId,kind,snippet.channelId,snippet.channelTitle,snippet.description,snippet.liveBroadcastContent,snippet.publishTime,snippet.publishedAt,snippet.thumbnails.default.height,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.high.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.medium.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.title,primary_key
o9f_ECT2jpdTs3SnSGI1vI8NLEU,youtube#video,E6TmIa2BBmY,youtube#searchResult,UC1xZLF5s9Uhs9A-0MbGLLyQ,Dajsha Sanders,do not have rights to this music.,none,2022-11-23T02:54:43Z,2022-11-23T02:54:43Z,90,https://i.ytimg.com/vi/E6TmIa2BBmY/default.jpg,120,360,https://i.ytimg.com/vi/E6TmIa2BBmY/hqdefault.jpg,480,180,https://i.ytimg.com/vi/E6TmIa2BBmY/mqdefault.jpg,320,day in the life of voo reaction to taylor swift  album  midnights part 2,taylor swift
hwdek4eCGBNlD1qnxyX5RiArSPI,youtube#video,BYLOwzN22Zg,youtube#searchResult,UC1xZLF5s9Uhs9A-0MbGLLyQ,Dajsha Sanders,don't own rights to these songs.,none,2022-11-23T02:29:42Z,2022-11-23T02:29:42Z,90,https://i.ytimg.com/vi/BYLOwzN22Zg/default.jpg,120,360,https://i.ytimg.com/vi/BYLOwzN22Zg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/BYLOwzN22Zg/mqdefault.jpg,320,day in the life of voo reacts to taylor swift&#39;s new album midnights,taylor swift
2qZvhtgasMu-CN0DoaY7T9gRxBs,youtube#video,XC9k_j6mo9E,youtube#searchResult,UCldQuUMYTUGrjvcU2vaPSFQ,Music Library,"Pop Hits 2022 - Adele, Ed Sheeran, Shawn Mendes, Maroon 5, Taylor Swift, Sam Smith, Dua Lipa Pop Hits 2022 - Adele, Ed ...",none,2022-11-23T02:01:37Z,2022-11-23T02:01:37Z,90,https://i.ytimg.com/vi/XC9k_j6mo9E/default.jpg,120,360,https://i.ytimg.com/vi/XC9k_j6mo9E/hqdefault.jpg,480,180,https://i.ytimg.com/vi/XC9k_j6mo9E/mqdefault.jpg,320,"Pop Hits 2022 - Adele, Ed Sheeran, Shawn Mendes, Maroon 5, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
YwAPR11IZyz_yntCbDhC8wsIqaQ,youtube#video,NhRQBVXmQoM,youtube#searchResult,UCLGpDrnAgJN1-k2BISLThuw,Music Collection,"Billboard Hot 100 This Week - AVA MAX, Sam Smith, Dua Lipa, Camila Cabello, Taylor Swift, DNCE Billboard Hot 100 This Week ...",none,2022-11-23T01:55:37Z,2022-11-23T01:55:37Z,90,https://i.ytimg.com/vi/NhRQBVXmQoM/default.jpg,120,360,https://i.ytimg.com/vi/NhRQBVXmQoM/hqdefault.jpg,480,180,https://i.ytimg.com/vi/NhRQBVXmQoM/mqdefault.jpg,320,"Billboard Hot 100 This Week - AVA MAX, Sam Smith, Dua Lipa, Camila Cabello, Taylor Swift, DNCE",taylor swift
BDde-8ZiDahBlCeYEobpp0hVVgc,youtube#video,_KC_yUfk3hk,youtube#searchResult,UCNDiM_HqTx4jgO0Y4bmk8Dw,zerbear,Support the stream: https://streamlabs.com/depressedperson2.,none,2022-11-23T00:53:41Z,2022-11-23T00:53:41Z,90,https://i.ytimg.com/vi/_KC_yUfk3hk/default.jpg,120,360,https://i.ytimg.com/vi/_KC_yUfk3hk/hqdefault.jpg,480,180,https://i.ytimg.com/vi/_KC_yUfk3hk/mqdefault.jpg,320,jaelynn is a simp for taylor swift,taylor swift
wL7P8i-N2XcRvIIGJFoS6PVyuSQ,youtube#video,3fuNcj2Gxeg,youtube#searchResult,UCx4sMWU5kSrCEmHq2XMhLUg,EvilnissanGTR 🚗,,none,2022-11-23T00:52:12Z,2022-11-23T00:52:12Z,90,https://i.ytimg.com/vi/3fuNcj2Gxeg/default.jpg,120,360,https://i.ytimg.com/vi/3fuNcj2Gxeg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/3fuNcj2Gxeg/mqdefault.jpg,320,taylor swift in mario and sonic london party (part 2),taylor swift
cairQlwcjMKDScx8IHxepSBSZr8,youtube#video,QywPaeH74yg,youtube#searchResult,UCBnWivGgyaZv2uAY425ZJhw,whereisguccimane,LATELY THE INDUSTRY PUPPETS HAVE BEEN SHOWING US THEIR WAX FIGURES.,none,2022-11-22T17:13:02Z,2022-11-22T17:13:02Z,90,https://i.ytimg.com/vi/QywPaeH74yg/default.jpg,120,360,https://i.ytimg.com/vi/QywPaeH74yg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/QywPaeH74yg/mqdefault.jpg,320,CELEBRITY WAX FIGURES ARE THEY REALLY WAX? | TAYLOR SWIFT ZENDAYA AND MORE,taylor swift
BhZT3QkhTloghAnZs1Nn2UkqH2Q,youtube#video,2lupiK0DiOc,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,"Lastest English Songs 2023 Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift ...",none,2022-11-22T14:20:26Z,2022-11-22T14:20:26Z,90,https://i.ytimg.com/vi/2lupiK0DiOc/default.jpg,120,360,https://i.ytimg.com/vi/2lupiK0DiOc/hqdefault.jpg,480,180,https://i.ytimg.com/vi/2lupiK0DiOc/mqdefault.jpg,320,"Lastest  English Songs 2023 💖Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift",taylor swift
cdIDp9ccNxcZHxu1U_0ErhG9qcw,youtube#video,beAfPakGlVA,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,"Lastest English Songs Top Songs 2023 Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift ...",none,2022-11-22T14:06:03Z,2022-11-22T14:06:03Z,90,https://i.ytimg.com/vi/beAfPakGlVA/default.jpg,120,360,https://i.ytimg.com/vi/beAfPakGlVA/hqdefault.jpg,480,180,https://i.ytimg.com/vi/beAfPakGlVA/mqdefault.jpg,320,"Lastest  English Songs💖💖Top Songs 2023 💖Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift",taylor swift
GcEREMUKadRLr8E20JQQ8KrVqo0,youtube#video,98sFtnKRu_4,youtube#searchResult,UCSAhWlRkvLt51rQRmJI3dKA,Bon Jakobsen,ไม่ใช่แค่เขียนเพลงเพราะๆ แต่สาวเทเลอร์เขียนเพลงที่สะท้อน ความสัมพันธ์ toxic เเละความบอบช้ำที่เกิดขึ้ เป็นผลจากคงวามสัมพันธ์เหล่านั้น.,none,2022-11-22T12:58:23Z,2022-11-22T12:58:23Z,90,https://i.ytimg.com/vi/98sFtnKRu_4/default.jpg,120,360,https://i.ytimg.com/vi/98sFtnKRu_4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/98sFtnKRu_4/mqdefault.jpg,320,แปล Taylor swift จากเพลง Anti Hero,taylor swift
1PtZt5Unk_ugEdiWCWACydL5qe4,youtube#video,dxwcYT9n2z8,youtube#searchResult,UCjoclbzzQzNaxPBugM_hfHA,michael obrien,Download the App Today from Apple's App Store or Google Play via this flowcode.com/p/hUD16YHd4?fc=0.,none,2022-11-22T10:47:28Z,2022-11-22T10:47:28Z,90,https://i.ytimg.com/vi/dxwcYT9n2z8/default.jpg,120,360,https://i.ytimg.com/vi/dxwcYT9n2z8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/dxwcYT9n2z8/mqdefault.jpg,320,Taylor Swift - Grace/Gratitude - Men | Pause Breathe Reflect Meditation App,taylor swift
kznDV8KeWOMmSPfp-L7Xth4nJEQ,youtube#video,RzxaFrEJcjM,youtube#searchResult,UCAGw3tY8g7lM3krInuaL2Qg,Pause Breathe Reflect,Download the App Today from Apple's App Store or Google Play via this flowcode.com/p/hUD16YHd4?fc=0.,none,2022-11-22T10:46:57Z,2022-11-22T10:46:57Z,90,https://i.ytimg.com/vi/RzxaFrEJcjM/default.jpg,120,360,https://i.ytimg.com/vi/RzxaFrEJcjM/hqdefault.jpg,480,180,https://i.ytimg.com/vi/RzxaFrEJcjM/mqdefault.jpg,320,Taylor Swift - Grace/Gratitude - Men | Pause Breathe Reflect Meditation App,taylor swift
gYyGLsn79eMdH1luq9vgtPIOBW4,youtube#video,ja3dX6bTooU,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"Billboard top 100 This Week Adele, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa ▽ Follow Channel: ©Music ...",none,2022-11-22T08:17:09Z,2022-11-22T08:17:09Z,90,https://i.ytimg.com/vi/ja3dX6bTooU/default.jpg,120,360,https://i.ytimg.com/vi/ja3dX6bTooU/hqdefault.jpg,480,180,https://i.ytimg.com/vi/ja3dX6bTooU/mqdefault.jpg,320,"Billboard top 100 This Week 🎵 Maroon 5, Adele,  Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
oKnO7MNuigg_Gb0OStf0zbqMMyE,youtube#video,E1e8TMAAGEg,youtube#searchResult,UCSAhWlRkvLt51rQRmJI3dKA,Bon Jakobsen,ความหมายลึกๆที่เกี่ยวกับ trauma และบาดแผลทางใจจากความสัมพันธ์ทีผ่านมา.,none,2022-11-22T08:15:59Z,2022-11-22T08:15:59Z,90,https://i.ytimg.com/vi/E1e8TMAAGEg/default.jpg,120,360,https://i.ytimg.com/vi/E1e8TMAAGEg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/E1e8TMAAGEg/mqdefault.jpg,320,แปลเพลง Anti Hero ของ Taylor Swift,taylor swift
XalTRwFTazTlW2513eJMnQ-mA7o,youtube#video,UWfxjLKoEmY,youtube#searchResult,UC0xRJVRk1rdzUCYp5WOZ0Cg,Innervision FM,"Luke17:2, It is better for him if a millstone is hung around his neck and he is thrown into the sea, than that he may cause one of ...",none,2022-11-22T04:45:18Z,2022-11-22T04:45:18Z,90,https://i.ytimg.com/vi/UWfxjLKoEmY/default.jpg,120,360,https://i.ytimg.com/vi/UWfxjLKoEmY/hqdefault.jpg,480,180,https://i.ytimg.com/vi/UWfxjLKoEmY/mqdefault.jpg,320,Do you think #TaylorSwift Should have said no to high ticket prices?,taylor swift
j1AHgIi1U6c5gCKEUXocc-LvKF8,youtube#video,6jZGGe-LNQc,youtube#searchResult,UCYx0qoH2JJeAVNr-sF6f3-A,TOP US UK SONG,"Billboard Hot 100 This Week Taylor Swift, Bilie Eilish, Rihana, Ed Sheeran, Maroon 5, Zayn, Sia ♥ Help me reach 1000000 ...",none,2022-11-22T04:32:44Z,2022-11-22T04:32:44Z,90,https://i.ytimg.com/vi/6jZGGe-LNQc/default.jpg,120,360,https://i.ytimg.com/vi/6jZGGe-LNQc/hqdefault.jpg,480,180,https://i.ytimg.com/vi/6jZGGe-LNQc/mqdefault.jpg,320,"Billboard Hot 100 This Week 👑 Taylor Swift, Bilie Eilish, Rihana, Ed Sheeran, Maroon 5, Zayn, Sia",taylor swift
VNZEJBR5m1yURRonRvNPbdVRN1Y,youtube#video,qz-9IrtjHv0,youtube#searchResult,UC2Puy1O5oe-exOlIxFSKAsg,2000s POP HITS,"Top Hits of the 2000's Britney Spears, Lady Gaga, Rihanna, Taylor Swift ♫ Thanks for watching this video ✓ ✓ Don't forget ...",none,2022-11-22T02:30:12Z,2022-11-22T02:30:12Z,90,https://i.ytimg.com/vi/qz-9IrtjHv0/default.jpg,120,360,https://i.ytimg.com/vi/qz-9IrtjHv0/hqdefault.jpg,480,180,https://i.ytimg.com/vi/qz-9IrtjHv0/mqdefault.jpg,320,"Top Hits of the 2000&#39;s 💎 Britney Spears, Lady Gaga, Rihanna, Taylor Swift ♫",taylor swift
mxM45myeKLS1fN98t9ZVnh_X-bY,youtube#video,XfhuOhYuF0Q,youtube#searchResult,UCTf-xQUyU6Mmda0sfotxfmA,TRENDING STREAM!,Please become a Patreon ▻ https://www.patreon.com/truthneversleeps or you can Donate/PayPal ...,none,2022-11-22T01:11:04Z,2022-11-22T01:11:04Z,90,https://i.ytimg.com/vi/XfhuOhYuF0Q/default.jpg,120,360,https://i.ytimg.com/vi/XfhuOhYuF0Q/hqdefault.jpg,480,180,https://i.ytimg.com/vi/XfhuOhYuF0Q/mqdefault.jpg,320,American Music Awards 2022 DECODED! TAYLOR SWIFT WINS ARTIST OF THE YEAR,taylor swift
FSZlKLO-gdYRTwkE1ERi3PYTaNA,youtube#video,OUlUfmOdMQw,youtube#searchResult,UCldQuUMYTUGrjvcU2vaPSFQ,Music Library,"Maroon 5, Rihanna, Adele, Taylor Swift, Ed Sheeran, Shawn Mendes, Pop Hits 2022 Maroon 5, Rihanna, Adele, Taylor Swift, Ed ...",none,2022-11-22T00:41:19Z,2022-11-22T00:41:19Z,90,https://i.ytimg.com/vi/OUlUfmOdMQw/default.jpg,120,360,https://i.ytimg.com/vi/OUlUfmOdMQw/hqdefault.jpg,480,180,https://i.ytimg.com/vi/OUlUfmOdMQw/mqdefault.jpg,320,"Maroon 5, Rihanna, Adele, Taylor Swift, Ed Sheeran, Shawn Mendes, Pop Hits 2022",taylor swift
oCzWyvZu4GPZdbNoBTfUHi55RY4,youtube#video,8323BS7WOJo,youtube#searchResult,UC9qr4fem8L5HEx0IDoktEpw,Pop Internacionais,"Adele, Ed Sheeran, Sam Smith, Maroon 5, Shawn Mendes, Taylor Swift, Dua Lipa,Rihanna - Pop Hits 2022 Welcome to Pop ...",none,2022-11-22T00:34:03Z,2022-11-22T00:34:03Z,90,https://i.ytimg.com/vi/8323BS7WOJo/default.jpg,120,360,https://i.ytimg.com/vi/8323BS7WOJo/hqdefault.jpg,480,180,https://i.ytimg.com/vi/8323BS7WOJo/mqdefault.jpg,320,"Adele, Ed Sheeran, Sam Smith, Maroon 5, Shawn Mendes, Taylor Swift, Dua Lipa,Rihanna - Pop Hits 2022",taylor swift
bF0MzuEk6g6lMibWNmi2hXQc74M,youtube#video,5m9DaYqomW8,youtube#searchResult,UCHVEl8fgGRFTBkHEkWlzqaQ,BURIED SOUL 12 AM,Pop Hits #Maroon_5_hit_songs #Ed_Sheeran_popular_songs #Adele_songs #Shawn_Mendes_songs #Taylor_Swift_songs ...,none,2022-11-21T14:10:34Z,2022-11-21T14:10:34Z,90,https://i.ytimg.com/vi/5m9DaYqomW8/default.jpg,120,360,https://i.ytimg.com/vi/5m9DaYqomW8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/5m9DaYqomW8/mqdefault.jpg,320,"Pop Hits  - Maroon 5,  Ed Sheeran, Adele, Shawn Mendes, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
NPX-9-xzrtHhc_LeMPKhi0AOrJs,youtube#video,VjAcBnT7nzw,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"Billboard top 100 This Week Adele, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa ▽ Follow Channel: ©Music ...",none,2022-11-21T08:08:45Z,2022-11-21T08:08:45Z,90,https://i.ytimg.com/vi/VjAcBnT7nzw/default.jpg,120,360,https://i.ytimg.com/vi/VjAcBnT7nzw/hqdefault.jpg,480,180,https://i.ytimg.com/vi/VjAcBnT7nzw/mqdefault.jpg,320,"Billboard top 100 This Week 🎵 Maroon 5, Adele,  Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
cE-U6hDNQo9cAZcbsOVY8yPXE8Y,youtube#video,11JbdhxEP_I,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,"Lastest English Top Songs 2023  Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift ...",none,2022-11-21T07:45:03Z,2022-11-21T07:45:03Z,90,https://i.ytimg.com/vi/11JbdhxEP_I/default.jpg,120,360,https://i.ytimg.com/vi/11JbdhxEP_I/hqdefault.jpg,480,180,https://i.ytimg.com/vi/11JbdhxEP_I/mqdefault.jpg,320,"Lastest   English Top Songs 2023👄Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift",taylor swift
IHU9qUNaFb2MkbZSl3zQVoMG_vY,youtube#video,1b-an81gCZ8,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,Pop Songs 2023 Rihanna.P! nk.Maroon 5.Katy Perry.Justin Timberlake.Britney Spears.Taylor Swift.,none,2022-11-21T07:44:00Z,2022-11-21T07:44:00Z,90,https://i.ytimg.com/vi/1b-an81gCZ8/default.jpg,120,360,https://i.ytimg.com/vi/1b-an81gCZ8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/1b-an81gCZ8/mqdefault.jpg,320,Pop  Songs 2023 🍁🍁 Rihanna.P! nk.Maroon 5.Katy Perry.Justin Timberlake.Britney Spears.Taylor Swift.,taylor swift
3PEgzKEfbyOk8w8IjotFZbWTCN8,youtube#video,noAKzhJpsIg,youtube#searchResult,UC2Puy1O5oe-exOlIxFSKAsg,2000s POP HITS,"Top Hits of the 2000's Taylor Swift, Rihanna, Ke$ha, Lady Gaga ♫ Thanks for watching this video ✓ ✓ Don't forget to ...",none,2022-11-21T03:00:53Z,2022-11-21T03:00:53Z,90,https://i.ytimg.com/vi/noAKzhJpsIg/default.jpg,120,360,https://i.ytimg.com/vi/noAKzhJpsIg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/noAKzhJpsIg/mqdefault.jpg,320,"Top Hits of the 2000&#39;s 💎 Taylor Swift, Rihanna, Ke$ha, Lady Gaga ♫",taylor swift
WpaN4YhhZxJMtpRH5C7B-QwZim4,youtube#video,IuoXeP975Cs,youtube#searchResult,UCHVEl8fgGRFTBkHEkWlzqaQ,BURIED SOUL 12 AM,"Adele, #Ed_Sheeran, #Sam_Smith, #Maroon_5, #Shawn_Mendes, #Taylor_Swift, #Dua_Lipa #Rihanna - Pop Hits 2022 #live ...",none,2022-11-21T00:17:35Z,2022-11-21T00:17:35Z,90,https://i.ytimg.com/vi/IuoXeP975Cs/default.jpg,120,360,https://i.ytimg.com/vi/IuoXeP975Cs/hqdefault.jpg,480,180,https://i.ytimg.com/vi/IuoXeP975Cs/mqdefault.jpg,320,"Adele, Ed Sheeran, Sam Smith, Maroon 5, Shawn Mendes, Taylor Swift, Dua Lipa,Rihanna - Pop Hits 2022",taylor swift
t3QeCOM_ATHPUZhUjKeHBO-utxw,youtube#video,jp_OvsdOy9c,youtube#searchResult,UCldQuUMYTUGrjvcU2vaPSFQ,Music Library,"Pop 2022 Hits | Rihanna, Maroon 5, Taylor Swift, Ed Sheeran, Adele, Shawn Mendes, Sam Smith Pop 2022 Hits | Rihanna, ...",none,2022-11-21T00:03:37Z,2022-11-21T00:03:37Z,90,https://i.ytimg.com/vi/jp_OvsdOy9c/default.jpg,120,360,https://i.ytimg.com/vi/jp_OvsdOy9c/hqdefault.jpg,480,180,https://i.ytimg.com/vi/jp_OvsdOy9c/mqdefault.jpg,320,"Pop 2022 Hits | Rihanna, Maroon 5, Taylor Swift, Ed Sheeran, Adele, Shawn Mendes, Sam Smith",taylor swift
KtZNblhMZd1ZxX_JM8DH48fRt2Y,youtube#video,Pk769ChY4og,youtube#searchResult,UCzdLyBndQ8qbpztZfH-4J3g,Guitar Weed Super Fool,0:00 D Mixolydian Fruit Backing Track 12:05 Smooth Funk Groove in C Minor 22:45 Chill Maze Dreamy in B Minor 34:40 My ...,none,2022-11-20T20:14:20Z,2022-11-20T20:14:20Z,90,https://i.ytimg.com/vi/Pk769ChY4og/default.jpg,120,360,https://i.ytimg.com/vi/Pk769ChY4og/hqdefault.jpg,480,180,https://i.ytimg.com/vi/Pk769ChY4og/mqdefault.jpg,320,Cheapest Taylor Swift Tickets available Sunday Arvo Mellow Jam,taylor swift
UOwTatEvudJVepiwPi3YviMphwo,youtube#video,FzJ0JOAYIbg,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"Billboard top 100 This Week Adele, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa ▽ Follow Channel: ©Music ...",none,2022-11-20T09:40:20Z,2022-11-20T09:40:20Z,90,https://i.ytimg.com/vi/FzJ0JOAYIbg/default.jpg,120,360,https://i.ytimg.com/vi/FzJ0JOAYIbg/hqdefault.jpg,480,180,https://i.ytimg.com/vi/FzJ0JOAYIbg/mqdefault.jpg,320,"Billboard top 100 This Week 🎵 Maroon 5, Adele,  Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
JoHWl2djzoKicwHwG5nLbOZ2GHk,youtube#video,xQstFmAa29A,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,"New Songs 2023☂️☂️Taylor Swift, Adele, Justin Bieber, Bruno Mars, Maroon 5, Rihanna, Sia ...",none,2022-11-20T04:42:03Z,2022-11-20T04:42:03Z,90,https://i.ytimg.com/vi/xQstFmAa29A/default.jpg,120,360,https://i.ytimg.com/vi/xQstFmAa29A/hqdefault.jpg,480,180,https://i.ytimg.com/vi/xQstFmAa29A/mqdefault.jpg,320,"New Songs 2023☂️☂️Taylor Swift, Adele, Justin Bieber, Bruno Mars, Maroon 5, Rihanna, Sia",taylor swift
qIhelMWT7qEi0uvQDg0Sy5A6zV0,youtube#video,wJ7WNuFjzas,youtube#searchResult,UC9uZgL_ZrQduCdypl2ICLAw,WAN n MO show.,ATTENTION TODAY at Noon We Want All Family Friends and Fans To Tune In To Be WATCHIN Wit Da WORLD Our HOT New ...,none,2022-11-20T02:25:15Z,2022-11-20T02:25:15Z,90,https://i.ytimg.com/vi/wJ7WNuFjzas/default.jpg,120,360,https://i.ytimg.com/vi/wJ7WNuFjzas/hqdefault.jpg,480,180,https://i.ytimg.com/vi/wJ7WNuFjzas/mqdefault.jpg,320,Trump Beyonce Taylor Swift Kyrie Irving Shanquella Grammys Hunger aid Kanye Stacy abrams,taylor swift
GdaMa4TVC4WGDZpa-mcjdBd40I8,youtube#video,qibFqvlt9T8,youtube#searchResult,UC2Puy1O5oe-exOlIxFSKAsg,2000s POP HITS,"Top Hits of the 2000's Pitbull, Taylor Swift, Rihanna, Ke$ha ♫ Thanks for watching this video ✓ ✓ Don't forget to ...",none,2022-11-20T02:24:26Z,2022-11-20T02:24:26Z,90,https://i.ytimg.com/vi/qibFqvlt9T8/default.jpg,120,360,https://i.ytimg.com/vi/qibFqvlt9T8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/qibFqvlt9T8/mqdefault.jpg,320,"Top Hits of the 2000&#39;s 💎 Pitbull, Taylor Swift, Rihanna, Ke$ha ♫",taylor swift
DlKkUdgYsFc00ItnehctH9Ie78g,youtube#video,2H5l4st6uyw,youtube#searchResult,UC9qr4fem8L5HEx0IDoktEpw,Pop Internacionais,"Adele, Ed Sheeran, Sam Smith, Maroon 5, Shawn Mendes, Taylor Swift, Dua Lipa,Rihanna - Pop Hits 2022 Welcome to Pop ...",none,2022-11-20T00:38:13Z,2022-11-20T00:38:13Z,90,https://i.ytimg.com/vi/2H5l4st6uyw/default.jpg,120,360,https://i.ytimg.com/vi/2H5l4st6uyw/hqdefault.jpg,480,180,https://i.ytimg.com/vi/2H5l4st6uyw/mqdefault.jpg,320,"Adele, Ed Sheeran, Sam Smith, Maroon 5, Shawn Mendes, Taylor Swift, Dua Lipa,Rihanna - Pop Hits 2022",taylor swift
10KXps9jwhOYhDYYdZEnjPeWUXE,youtube#video,QITQ0R9BRCs,youtube#searchResult,UCa4JCL9ySHwkNpFWVZdy7tg,TayIor Swift,"Star thanks fans for helping new release, Midnights, break record for most-streamed album in a single day Taylor Swift has ...",none,2022-11-19T21:50:30Z,2022-11-19T21:50:30Z,90,https://i.ytimg.com/vi/QITQ0R9BRCs/default.jpg,120,360,https://i.ytimg.com/vi/QITQ0R9BRCs/hqdefault.jpg,480,180,https://i.ytimg.com/vi/QITQ0R9BRCs/mqdefault.jpg,320,"Taylor Swift: &quot;I was raped&quot; - my story &amp; &quot;Midnights&quot; world tour 2023 update - Taylor Swift, LIVE",taylor swift
NYK3yxkWM-GpzSb0SY0SPX4lT2s,youtube#video,I7_3FVjawF0,youtube#searchResult,UCdt0GYPfoQdIZTiqH4CDBaw,Top Music Attorney,"In this episode of the Top Music Attorney Podcast, Entertainment Attorney, Miss Krystle, and Show/Music Producer, That Orko ...",none,2022-11-19T14:25:08Z,2022-11-19T14:25:08Z,90,https://i.ytimg.com/vi/I7_3FVjawF0/default.jpg,120,360,https://i.ytimg.com/vi/I7_3FVjawF0/hqdefault.jpg,480,180,https://i.ytimg.com/vi/I7_3FVjawF0/mqdefault.jpg,320,Friday Live | Ticketmaster Cancels Taylor Swift Ticket Sales | Drake &amp; 21 Savage Fake Vouge Cover,taylor swift
kGl4oVqskmpLBo4kRcvOYe1rx9s,youtube#video,u1JiEZF1F2Q,youtube#searchResult,UCwcKV1Jd-3Vl2AaK4OOjBWg,English Songs,"Lastest English Songs 2023    Top Songs 2023 Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift ...",none,2022-11-19T13:54:08Z,2022-11-19T13:54:08Z,90,https://i.ytimg.com/vi/u1JiEZF1F2Q/default.jpg,120,360,https://i.ytimg.com/vi/u1JiEZF1F2Q/hqdefault.jpg,480,180,https://i.ytimg.com/vi/u1JiEZF1F2Q/mqdefault.jpg,320,"Lastest  English Songs 2023💖💖Top Songs 2023 💖Adele, Maroon 5, Ed Sheeran, Shawn Mendes, Taylor Swift",taylor swift
ZsG5FX1sUU6oDkwk6Cazjnb3wDg,youtube#video,QlblgzAWAtE,youtube#searchResult,UColBLS21y3-TIDVGpFzE3xA,Music Library,"Billboard top 100 This Week Adele, Maroon 5, Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa ▽ Follow Channel: ©Music ...",none,2022-11-19T08:43:27Z,2022-11-19T08:43:27Z,90,https://i.ytimg.com/vi/QlblgzAWAtE/default.jpg,120,360,https://i.ytimg.com/vi/QlblgzAWAtE/hqdefault.jpg,480,180,https://i.ytimg.com/vi/QlblgzAWAtE/mqdefault.jpg,320,"Billboard top 100 This Week 🍃 Maroon 5, Adele,  Bilie Eilish, Taylor Swift, Sam Smith, Dua Lipa",taylor swift
ZmtsRLNoVjoRIM6eAwJX6fyX74U,youtube#video,nAgdlhQl0z4,youtube#searchResult,UCXehNO1ZUpQlvJMtiQAckLg,DreamWheeler,"Is Taylor Swift a lesbian, or just too busy to get married and have little miniSwifties?",none,2022-11-19T07:34:16Z,2022-11-19T07:34:16Z,90,https://i.ytimg.com/vi/nAgdlhQl0z4/default.jpg,120,360,https://i.ytimg.com/vi/nAgdlhQl0z4/hqdefault.jpg,480,180,https://i.ytimg.com/vi/nAgdlhQl0z4/mqdefault.jpg,320,Taylor Swift is a Lesbian . Fans can’t get tickets .,taylor swift
j-rUuvFZ0Dm-4-zeE_ZmgVkVBnI,youtube#video,btg9yKpkRr8,youtube#searchResult,UClLP5MX4Eka1d-C-ZeDAR9A,DonNeeZee TV,TaylorSwift #MichaelJackson #ChrisBrown #Akon #Music #Entertainment #Comedy.,none,2022-11-19T06:04:04Z,2022-11-19T06:04:04Z,90,https://i.ytimg.com/vi/btg9yKpkRr8/default.jpg,120,360,https://i.ytimg.com/vi/btg9yKpkRr8/hqdefault.jpg,480,180,https://i.ytimg.com/vi/btg9yKpkRr8/mqdefault.jpg,320,Taylor Swift Ticket Sale Drama | Akon Vs. Chris Brown | BlueFace News | Trending Topics,taylor swift
